Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
경기도 김포시 고촌읍 태리 147-24,315,126.7520739,37.59165177,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.75191522954331,37.591648395899334],[126.75193825684072,37.59171373878984],[126.75195479230537,37.5917429655828],[126.75223815383505,37.591668458435706],[126.75223249429409,37.591654337097886],[126.75220596000244,37.59158461709154],[126.75218644882872,37.59156490743244],[126.75191522954331,37.591648395899334]]]]}",187135255,12729,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 263,4588,126.7511373,37.60289819,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.7507423655642,37.60331032363756],[126.75075179434121,37.603365645863995],[126.75073201071216,37.60340943653791],[126.7507256806807,37.60342619934731],[126.75071403197175,37.603462060653875],[126.7508468722065,37.60347436194309],[126.75096171638286,37.60348035405552],[126.7510446057046,37.6034753673711],[126.75108039339283,37.6034848135121],[126.75108557612202,37.60343867628012],[126.75109597938773,37.603406064834154],[126.751130702082,37.60333793426508],[126.7511489162043,37.60329945598005],[126.75115975913424,37.60325728605519],[126.75117646960751,37.603174115933385],[126.75119569394857,37.603134918998094],[126.75120925151845,37.60308355581181],[126.75130121627171,37.60290800551161],[126.7513524777294,37.602834828400226],[126.75138903579699,37.60279336165866],[126.7514468563278,37.60271945960047],[126.75152096732465,37.60260987714076],[126.75155852263565,37.60254444636782],[126.75160356208363,37.60248614016797],[126.75162843877136,37.6024362154339],[126.75165876189385,37.60239322175683],[126.75155648936548,37.60236352511411],[126.75131206792184,37.602291721618265],[126.75130078591886,37.60236362300079],[126.75126626699728,37.60239814747978],[126.75119394124722,37.60246493698146],[126.751103961444,37.60255515953306],[126.75105077614622,37.60261779999202],[126.75097746348719,37.60273224914605],[126.75091322469072,37.60287273784248],[126.75085440271302,37.602991785653536],[126.75081787012503,37.603066038969686],[126.7507838276128,37.60314065795563],[126.75073315408484,37.603247622839824],[126.75073443077926,37.60329573792057],[126.7507423655642,37.60331032363756]]]]}",187135255,12729,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 247,3213,126.7485439,37.60228903,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.74820354698797,37.60307951270631],[126.74826415960851,37.60311165462256],[126.74835633985772,37.603131890189765],[126.74835905983934,37.60313126533754],[126.74839883904419,37.602968525428075],[126.7484361337304,37.602840485949635],[126.74847979419104,37.60274875160741],[126.74853080536636,37.602633220082886],[126.74858361739645,37.60250417768175],[126.74864153000117,37.602393787474256],[126.74868399120743,37.602191139743475],[126.74869891750707,37.60214068075244],[126.74872974699697,37.60199534650065],[126.74882011963203,37.60180971272206],[126.74886467193971,37.601688337858135],[126.74889293469097,37.60160534593573],[126.74891080010316,37.60155299213353],[126.74886197619094,37.60153111993107],[126.74872328994114,37.60158098959043],[126.74867609544835,37.60162308143488],[126.74864578544255,37.60169859077729],[126.74853990810915,37.60191477048414],[126.74851301365386,37.60200821662755],[126.74846134023876,37.60214887509218],[126.74841930380813,37.602242676166036],[126.74837472241416,37.60238234970583],[126.74833567990845,37.60262184575305],[126.74828653836855,37.60284053448521],[126.74824980843725,37.60297561178695],[126.74820354698797,37.60307951270631]]]]}",187135255,12729,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 461-1,4562,126.746035,37.59415999,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.74671946638385,37.594310193554286],[126.74671205586449,37.59421541227226],[126.7466719456129,37.59416010449306],[126.74662560507335,37.594118856585006],[126.74639186778377,37.594054426941355],[126.74607920030431,37.593976050036886],[126.74592054931189,37.59393411727094],[126.7458088795257,37.59388505119282],[126.74572755229306,37.59382371632199],[126.74544515581036,37.59357925323119],[126.74560004097944,37.59401630414272],[126.7457553822278,37.59443972395271],[126.74578577410874,37.594525572292085],[126.74630372619097,37.59439016753108],[126.74664880569064,37.59430157177175],[126.74671946638385,37.594310193554286]]]]}",187135255,12729,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 616-3,1702,126.7395307,37.59289902,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.7397665889359,37.59273515500269],[126.73953978265249,37.59269909007673],[126.73920245526475,37.59264016450663],[126.73936040506531,37.592896277192985],[126.73941898882975,37.59299014546293],[126.73953353504783,37.593169947452104],[126.73960650819306,37.593287146956186],[126.73961581241998,37.593339766929816],[126.73965967099613,37.593167118954526],[126.7397665889359,37.59273515500269]]]]}",187135255,12730,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 426-4,3305,126.7444609,37.59648483,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.74444015566492,37.596938415510245],[126.74482006920017,37.59684312563923],[126.74457470963057,37.596224689592425],[126.74430760026114,37.59601800828071],[126.74410311464327,37.59606977439539],[126.74444015566492,37.596938415510245]]]]}",187135255,12729,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 556-1,2367,126.740012,37.59417588,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.74006758758443,37.59454357030428],[126.74025572195558,37.59380816398124],[126.73996678081424,37.59376619604769],[126.73974376450116,37.59463850983138],[126.74006758758443,37.59454357030428]]]]}",187135255,12730,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 385-3,2000,126.7385169,37.60219895,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.73814674000373,37.60184378902586],[126.73869434542895,37.60263589948325],[126.73889318410681,37.602550541710414],[126.73833898397086,37.601759147251414],[126.73814674000373,37.60184378902586]]]]}",187135255,12729,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 404-1,2132,126.7409138,37.59885373,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.74114379428329,37.59937939941885],[126.74123629428058,37.599338473648245],[126.7408818940071,37.598435250839024],[126.7406652376874,37.59852595152467],[126.74056356694918,37.598569892886104],[126.74057905762376,37.598592649879144],[126.74114379428329,37.59937939941885]]]]}",187135255,12729,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
경기도 김포시 고촌읍 태리 760,1312,126.7469022,37.5879243,"{""type"":""MultiPolygon"",""coordinates"":[[[[126.74696559877259,37.58816237529357],[126.74704057521808,37.587999098645845],[126.74706874336067,37.58793962241327],[126.74708535728533,37.587888446352494],[126.74712853346715,37.58775724816692],[126.74707622836458,37.587756360590326],[126.74705265243695,37.58770411582563],[126.74705129499611,37.58770708614331],[126.74680822363777,37.587736186226344],[126.74677199985744,37.58774079317033],[126.74675155107253,37.587830802287655],[126.74668897718857,37.588108773629195],[126.74674614951046,37.58811343799128],[126.7467977880462,37.588117297519766],[126.74696559877259,37.58816237529357]]]]}",187135255,12730,DONE,7/23/23 9:00,7/23/23 9:00,7/21/23 21:31
